Id,Predicted
5895,0.06623492721298689
7122,0.4015611771866758
6173,0.10657009972394615
6142,0.05986068682240366
5358,0.22203037641472914
6095,0.06253508345900809
6878,0.1272012729312541
6554,0.11958314841184256
6793,0.09785933343785604
7286,0.13708241230388502
6076,0.09718448354006988
5134,0.09321706368255371
5419,0.2586975813975815
6255,0.3178003015741759
5656,0.09801312684289894
6934,0.10038088698862081
6028,0.08724336575718818
6490,0.08257252729812885
6415,0.18596107064534176
7087,0.08471472880371778
5420,0.12566043920319686
5977,0.14803226241881312
6824,0.3214873283097022
5207,0.07899145972708309
7115,0.1451204850879689
7250,0.12474419111951954
6010,0.2039728846157022
6088,0.17151093639810333
5682,0.18510630585258256
7201,0.18806649009274815
6938,0.08463424216285349
6875,0.17642295217785778
5953,0.09838332686393508
5942,0.08086064302786515
5382,0.06521506183047679
6377,0.06794065609628851
5931,0.4281105527878117
5992,0.059672171339647036
5790,0.32859320710455847
6753,0.1411906793630642
6562,0.13360973992780995
7046,0.16933427326834471
5868,0.0792138271911793
5784,0.2402302641061744
5210,0.14461325631630922
5878,0.09172277637183111
5110,0.07687645942025267
7230,0.06739144002632132
5005,0.10113666439644489
6871,0.10481193756564884
5363,0.48637343641676206
7253,0.07659163576661238
5072,0.09444094720381498
6055,0.20078641498886077
6913,0.0904603812875986
6386,0.0932933092256108
5634,0.13277569379145265
5758,0.42482979241763486
6819,0.13211589275889837
7088,0.09130521461080847
5039,0.07865029097224055
5532,0.0666201916177991
6037,0.06754637119693295
6322,0.12582374756704384
6887,0.06769611414126414
6660,0.0697884142292126
5451,0.11590083402210646
6014,0.06457513066101679
5556,0.2001550748823557
6346,0.20212910709681917
5850,0.11078339171428722
5940,0.10803889459779947
7119,0.12127701264262693
5253,0.3385560455351236
6851,0.40523962914482436
6695,0.07889525529916026
6908,0.0878146129508092
7255,0.12191053303199802
5674,0.10338047578768238
6278,0.09633903835505846
5486,0.22081061009288902
5174,0.07879164220884237
6621,0.06408666302826178
6313,0.077363001189539
6435,0.09313263726772002
6970,0.0872001222680375
6310,0.15316563285396267
5932,0.3211965483362611
6877,0.0699727978506543
6763,0.3227565694793946
7085,0.22211234390165263
7049,0.06200547805773786
6959,0.310628696691672
5214,0.09828141756038848
6350,0.10910659181197963
5063,0.5659104236208107
5041,0.08509386078016284
6942,0.04930348518799199
5086,0.0885342651510964
5270,0.14228291974402077
6705,0.11821393109012611
7051,0.10398630741040352
6758,0.07379244386806394
6249,0.08793971050481052
5808,0.06120282926192391
5377,0.12769560754696022
5446,0.08751871793658256
5856,0.22275278026792958
7001,0.09614488379249463
4986,0.07409097382085596
6677,0.1543025300444419
6665,0.0881225169715883
5817,0.45137503863934175
6984,0.08320140477724361
6541,0.07974105508460448
5117,0.09254889773494522
6097,0.06460446890464619
5389,0.14581614495496079
7219,0.06454094719009369
6338,0.08216206763638616
6922,0.20566505995567638
5367,0.20879325460001935
5638,0.13316143021873708
5830,0.10060841405673426
5338,0.2808917836173399
6007,0.08747870629201335
6612,0.09192649210329712
5718,0.06932554968408922
6104,0.12208928144728771
5229,0.0862757812624562
6625,0.16438634174587924
5206,0.08193335661606606
5963,0.17600364661750775
4990,0.08130752929746107
6641,0.14935825971964686
5369,0.08873904080283183
6196,0.10750338306964773
5236,0.08010447490520702
5719,0.12257766898439781
5643,0.1677821231307011
7050,0.07952836761491526
6355,0.09732114756536388
6688,0.07890782141246416
6239,0.23645564999533897
5531,0.06887692538942813
6113,0.09308783591913247
7181,0.13997784580278164
6118,0.11964230112569264
7264,0.15911867786247094
5343,0.09188263245132584
5051,0.0670812965723566
6605,0.10614898388175557
5779,0.15961598756838938
6655,0.0981670181894235
6534,0.1319981291852789
5681,0.0914621295863913
6607,0.07329228869354577
6242,0.13922459615216548
7242,0.08544422671477868
7277,0.10029621414226882
6675,0.06416895630035349
5956,0.12151373628021805
5398,0.10070762089506645
