Id,Predicted
5895,0.2760705853741706
7122,0.5098138353020495
6173,0.3025867355310217
6142,0.22406208875041367
5358,0.4256209163308672
6095,0.2589412770233285
6878,0.4133433709888591
6554,0.34747892062040253
6793,0.34684673294409335
7286,0.40439591644556033
6076,0.3611876783431668
5134,0.3989755397166873
5419,0.5325307872584621
6255,0.47668853779651377
5656,0.3858852805859948
6934,0.33472294695978455
6028,0.353666501542098
6490,0.29313863247629873
6415,0.35952705778700866
7087,0.353666501542098
5420,0.403405699247026
5977,0.3834883072597505
6824,0.48870135872881065
5207,0.3281463667449204
7115,0.31655701220745164
7250,0.40568364131989854
6010,0.36009204761592417
6088,0.4104087524489586
5682,0.4191528599961244
7201,0.4191528599961244
6938,0.32764360363853545
6875,0.40568364131989854
5953,0.34620388178746503
5942,0.3213512469131944
5382,0.271156529358692
6377,0.2760705853741706
5931,0.4995752319264853
5992,0.2612920433719061
5790,0.43880293303733814
6753,0.42088966631662655
6562,0.353666501542098
7046,0.3586694337633204
5868,0.24274306264763829
5784,0.4949965735459451
5210,0.42544616742354946
5878,0.3233817257004495
5110,0.23912465163971625
7230,0.21637916319775916
5005,0.3456464951394926
6871,0.2890463118635006
5363,0.5460639376130784
7253,0.37789065044778836
5072,0.37769875787174717
6055,0.4842825364969407
6913,0.353666501542098
6386,0.3416353771770667
5634,0.30706481585618267
5758,0.48390184118045765
6819,0.42088966631662655
7088,0.34403572482328343
5039,0.24579924027604105
5532,0.2653915489853893
6037,0.23596074875510806
6322,0.4423374329367786
6887,0.21274499383916232
6660,0.29129417451232376
5451,0.3609405659361879
6014,0.23421254406636285
5556,0.45951212209891285
6346,0.4346952419660053
5850,0.3410259906691046
5940,0.33830872225049674
7119,0.35653191734621775
5253,0.4509415304901538
6851,0.4988334224697478
6695,0.27721661531064723
6908,0.25396759166958005
7255,0.3480352655191371
5674,0.3018769910593807
6278,0.26496958792867836
5486,0.46565966368483974
5174,0.29512790163247277
6621,0.19612901644612618
6313,0.2837741357528495
6435,0.33894846162862774
6970,0.31360209577413145
6310,0.4423374329367786
5932,0.4872394927822924
6877,0.22961750685288776
6763,0.45951212209891285
7085,0.44770835302621004
7049,0.2674523739060027
6959,0.48870135872881065
5214,0.35945834204000615
6350,0.44551889136346834
5063,0.5850850298072398
5041,0.3187751568005626
6942,0.16422328782565715
5086,0.3609405659361879
5270,0.40568364131989854
6705,0.35096532849482404
7051,0.33648203611763816
6758,0.25072135623638925
6249,0.2753258479018365
5808,0.2760705853741706
5377,0.3902783584514282
5446,0.33394354417214034
5856,0.466887657982087
7001,0.353666501542098
4986,0.2646772784285803
6677,0.3907053639128605
6665,0.30706481585618267
5817,0.4919430459691296
6984,0.25072135623638925
6541,0.32458013325488955
5117,0.37113343107496727
6097,0.2235797392888101
5389,0.40548683441543854
7219,0.2824461201303158
6338,0.2914627290263633
6922,0.43190558095577836
5367,0.43190558095577836
5638,0.41105216631952446
5830,0.3187751568005626
5338,0.47505184357102026
6007,0.3516985811345711
6612,0.3078624660453501
5718,0.2321721795164827
6104,0.4107887839608619
5229,0.26378849161745355
6625,0.48789556806142953
5206,0.35851192673157084
5963,0.4423374329367786
4990,0.353666501542098
6641,0.4423374329367786
5369,0.2430886727829335
6196,0.40568364131989854
5236,0.3431057314975553
5719,0.4269277820200923
5643,0.4498912498509161
7050,0.33913139573183926
6355,0.353666501542098
6688,0.28114442885991764
6239,0.47092150935532173
5531,0.2629905456084072
6113,0.33847752901349404
7181,0.38250038946800685
6118,0.3696814702540564
7264,0.4423374329367786
5343,0.353666501542098
5051,0.23219767369470784
6605,0.37982887661273756
5779,0.353666501542098
6655,0.37820436754550707
6534,0.41740004049299373
5681,0.2952433190430311
6607,0.24815026482071098
6242,0.39457952921080297
7242,0.35851192673157084
7277,0.3017600907640251
6675,0.27851841276948613
5956,0.33847752901349404
5398,0.2952433190430311
5731,0.5123383232587554
6956,0.4107887839608619
6437,0.44571486038743785
5447,0.5168490864812711
5973,0.310503053457084
6075,0.43112780706182635
5281,0.46565966368483974
5103,0.15652679456687046
7209,0.5107148527723174
6468,0.3609405659361879
5584,0.2321721795164827
4988,0.558688747541255
6502,0.23598653108708254
5651,0.16422328782565715
4962,0.23598653108708254
5862,0.3213512469131944
7199,0.19612901644612618
6727,0.4346952419660053
7279,0.37113343107496727
6544,0.3259772289110564
5933,0.2710406604477065
6574,0.38255068900845285
6399,0.26301703245962427
7187,0.24812358514697172
6353,0.40422374912161874
5043,0.19057729119574035
5469,0.48390184118045765
5976,0.442662628317918
6254,0.403405699247026
6147,0.47932923832689045
6059,0.3858852805859948
5799,0.4346952419660053
7100,0.3445103633411654
7147,0.5057563327126174
5909,0.3171936539664824
7037,0.35347992059115163
5782,0.4267280689658881
6237,0.5751943990562182
6552,0.21993273631531035
7067,0.28247510384217067
5320,0.40439591644556033
5930,0.38529224687337355
6486,0.29413265914906067
5245,0.17660066879733904
6643,0.2589412770233285
5260,0.4269277820200923
5569,0.40502855483411526
7110,0.31655701220745164
7139,0.19612901644612618
6791,0.2688105690778749
5360,0.1895302024645663
6553,0.33401187840377655
5287,0.2517187719812154
7072,0.353666501542098
6044,0.33394354417214034
5332,0.3417572822094004
6866,0.34403572482328343
6633,0.3891605831792289
6926,0.16590667800631212
6442,0.32688152269310883
5889,0.40568364131989854
5765,0.35551521745113807
5124,0.3583242066983273
5491,0.35141597078725884
6730,0.4498912498509161
7151,0.3386603391606822
5140,0.40439591644556033
7171,0.2588120921124678
6568,0.3386603391606822
6861,0.39046208507069335
6855,0.17657987503238023
7129,0.35851192673157084
6859,0.33394354417214034
5384,0.25072135623638925
5772,0.2710406604477065
5665,0.31996456586463834
6495,0.3611876783431668
5061,0.3748637044340281
6948,0.4346952419660053
5773,0.48390184118045765
6052,0.3281463667449204
6682,0.5302748081782657
6083,0.46805680000171745
6962,0.3540638767529189
5158,0.38648676097059087
6464,0.42088966631662655
5172,0.336427028840618
5582,0.15654567585746335
6136,0.43687342142619756
6235,0.24815026482071098
6508,0.3658292422993899
4968,0.3609405659361879
7195,0.4054050453036466
6632,0.3259772289110564
5525,0.1642429167374898
6320,0.3953185897507795
6766,0.3392824711732278
6872,0.4195877509448002
5906,0.2650939309982282
7172,0.34403572482328343
6571,0.3126270591483685
5616,0.23530092767431532
6312,0.2697367900108067
6470,0.3025867355310217
5501,0.23530092767431532
5147,0.38223547666155
6436,0.38267849414930094
5699,0.44398137335402327
5313,0.3609405659361879
6234,0.2760705853741706
6569,0.4191528599961244
7202,0.3073411732715116
5683,0.29965941754608866
5034,0.33394354417214034
5435,0.3250412307739319
5815,0.3681304948590547
5589,0.41168802014795103
6746,0.4826334708673822
6790,0.2456970712186441
6857,0.14532580609708098
6450,0.3213512469131944
7221,0.4301043992455104
5527,0.37820436754550707
5620,0.4269277820200923
7167,0.29512790163247277
6215,0.353666501542098
5823,0.24917570714299528
6207,0.353666501542098
6932,0.22106420838253737
5669,0.40568364131989854
5154,0.4346952419660053
7168,0.2653915489853893
5585,0.3144184918691408
6539,0.2768933077059931
7200,0.3498535360957001
5015,0.3902783584514282
5042,0.3112141829400279
5774,0.443778989662288
6357,0.24812358514697172
5354,0.33394354417214034
6054,0.3018769910593807
7295,0.4321058906960692
5365,0.4301043992455104
6755,0.43311541227226286
5991,0.5445158268815393
7035,0.27161299366196767
5893,0.3649816586415404
7164,0.39802689330108865
5304,0.2674523739060027
5561,0.2879750465737144
5520,0.22106420838253737
5241,0.403405699247026
7096,0.27609916658531736
6078,0.2635833400075258
5046,0.27631040446282923
5334,0.3902783584514282
6969,0.21993273631531035
6821,0.22311221572746673
5760,0.3213512469131944
5614,0.4114609804193012
7091,0.32239845743823947
5698,0.35851192673157084
5169,0.3025867355310217
7294,0.3410259906691046
5318,0.35686240076458714
5368,0.40568364131989854
6923,0.40568364131989854
5463,0.3058329475363849
5265,0.466887657982087
6321,0.4133433709888591
5226,0.43788549290558054
6868,0.4269277820200923
4967,0.4645346693399285
5293,0.33394354417214034
5865,0.353666501542098
5841,0.21993273631531035
5526,0.3025867355310217
6852,0.29914959484446785
6469,0.33394354417214034
6168,0.23912465163971625
7292,0.23219767369470784
5036,0.48390184118045765
5644,0.26596046088603936
6856,0.4872394927822924
5428,0.32643935190336243
5027,0.3464192565282911
4989,0.478820611391977
5221,0.40568364131989854
5346,0.4269277820200923
6402,0.4240341604905966
6748,0.40439591644556033
