Id,Predicted
5895,0.4257919294769082
7122,0.5183984886735586
6173,0.44332730126993936
6142,0.41549735283335504
5358,0.4726485763437849
6095,0.4142639517846237
6878,0.4637028262267434
6554,0.45604736090784664
6793,0.448614282192682
7286,0.4619762070528932
6076,0.46375114544420004
5134,0.477737783634832
5419,0.5164001005648533
6255,0.4942379207792898
5656,0.4805562933125214
6934,0.47164418412543135
6028,0.46763783200490844
6490,0.4294372604801066
6415,0.4736757555608902
7087,0.4466832163092642
5420,0.4914918337606438
5977,0.45255401139652024
6824,0.5089456498309132
5207,0.43304677753799603
7115,0.4445046830461841
7250,0.47108225713142465
6010,0.47082271230305084
6088,0.4600238023803659
5682,0.46136565191971185
7201,0.46559624215521145
6938,0.4595515647674993
6875,0.4683563311852614
5953,0.44557406091924356
5942,0.44052434316600053
5382,0.41832415267751694
6377,0.41971751192115364
5931,0.4942130343888935
5992,0.43462141056814113
5790,0.4930487560613879
6753,0.4782097245604391
6562,0.47690963845232553
7046,0.45699478519033465
5868,0.4108845313678535
5784,0.49061962857890223
5210,0.47678934812230034
5878,0.46678403229986176
5110,0.41613551306792207
7230,0.3909540380600635
5005,0.4527232671607861
6871,0.4346401579865479
5363,0.5248840196604435
7253,0.4424270375900754
5072,0.4619074773707321
6055,0.4939263615815928
6913,0.4606696990638698
6386,0.46316385099289775
5634,0.43802855231736537
5758,0.49994509604875237
6819,0.47883547839278096
7088,0.4453967435051825
5039,0.4338823467453538
5532,0.4518892528706318
6037,0.40882457854467363
6322,0.47557436157791605
6887,0.4180993219724939
6660,0.4373121847148944
5451,0.4794766665342137
6014,0.4358826156404396
5556,0.5036503643167669
6346,0.491734237036684
5850,0.46624060514376
5940,0.4518603858608204
7119,0.45586247017366044
5253,0.49417320206537524
6851,0.5225790524071764
6695,0.4389639247720465
6908,0.436711348650491
7255,0.46054126235983683
5674,0.44518587503818935
6278,0.4138783169433459
5486,0.48778367826812924
5174,0.4325848884787378
6621,0.40831572164009833
6313,0.4323184772565734
6435,0.43800045009967536
6970,0.44657729915738026
6310,0.4934989342323558
5932,0.4954856704324068
6877,0.42506029555691116
6763,0.5105979052115559
7085,0.4854740996339136
7049,0.44269202323895646
6959,0.4847074395990061
5214,0.4632325445024088
6350,0.4892773798354798
5063,0.5358474439614125
5041,0.4592873801143946
6942,0.3923818306770208
5086,0.4582884374194425
5270,0.4671311887748505
6705,0.47573230131473265
7051,0.47191635000642695
6758,0.42494331363120935
6249,0.4457598936560802
5808,0.43594652613023793
5377,0.4624703697390286
5446,0.4499699907190726
5856,0.47793391421711806
7001,0.44692991001745236
4986,0.42167447681596854
6677,0.4589489121122693
6665,0.45940522320592353
5817,0.509916566846586
6984,0.4391939470940787
6541,0.45545626419142765
5117,0.4783098004509669
6097,0.4241773866018097
5389,0.47127144104784296
7219,0.41087023872646183
6338,0.46317465504486655
6922,0.48504902187779625
5367,0.48811115635351193
5638,0.4879520060258689
5830,0.4416046148414108
5338,0.5125687322869794
6007,0.4378312995336465
6612,0.4441524248480296
5718,0.4076649864433411
6104,0.483414089393115
5229,0.4341243591006298
6625,0.49828284739501566
5206,0.4654704902690041
5963,0.4734750571906025
4990,0.4638333029789677
6641,0.48036604160642743
5369,0.40015550241695474
6196,0.4737227769283977
5236,0.4472585471555516
5719,0.4963879218710164
5643,0.45238691859372016
7050,0.4380999681684758
6355,0.4746410815385393
6688,0.4430402917747693
6239,0.5035506774970957
5531,0.43588302093628534
6113,0.4582504433215052
7181,0.45656213044721156
6118,0.4605176726469705
7264,0.4916330294185292
5343,0.46858773450974356
5051,0.4210572172400104
6605,0.46561649322292764
5779,0.4520548316976882
6655,0.4679810159720989
6534,0.4971156827612129
5681,0.43615514263665744
6607,0.4186718754927759
6242,0.46106459271777933
7242,0.4649043610120487
7277,0.464251650759801
6675,0.4403348100654708
5956,0.4785702437638083
5398,0.4327820392204146
5731,0.49901949092908254
6956,0.4675987387393067
6437,0.48147711775785496
5447,0.4876179084417902
5973,0.4540809871325135
6075,0.5049278053113184
5281,0.486585675880801
5103,0.3620838130282529
7209,0.4943491832702146
6468,0.4744110988431826
5584,0.3954333726680574
4988,0.5372336710628528
6502,0.4266834430684668
5651,0.38689270160721695
4962,0.4266834430684668
5862,0.44689533631138323
7199,0.4111005893208844
6727,0.4650483526726303
7279,0.47042998393973123
6544,0.45751329089530024
5933,0.4320389548477454
6574,0.48221575346631784
6399,0.4111715322231597
7187,0.407506143427033
6353,0.46473438149988494
5043,0.4090145516600157
5469,0.4864948182354252
5976,0.4914996191942584
6254,0.47346381315390607
6147,0.4851705208290627
6059,0.4844989494176424
5799,0.4771784543032795
7100,0.4584822664225562
7147,0.49432963235672917
5909,0.43473405594163
7037,0.47272890303708354
5782,0.4913745684830779
6237,0.512947878781847
6552,0.42010316024908895
7067,0.44882262482693186
5320,0.465664446404699
5930,0.49379308163488445
6486,0.4460579395351769
5245,0.40689897064290326
6643,0.4267289787968791
5260,0.4744123615859128
5569,0.48183452988741315
7110,0.45129143380790804
7139,0.407251627156046
6791,0.4490876373958866
5360,0.4089619852396516
6553,0.44483281118502405
5287,0.4312111882336667
7072,0.44871137432017155
6044,0.4509828883572578
5332,0.4452109359017461
6866,0.46757213927026264
6633,0.4798845076145849
6926,0.41044039737058496
6442,0.4566406049386019
5889,0.4705694083946219
5765,0.46264252329933864
5124,0.47705138084392684
5491,0.459058507691605
6730,0.4848703028180879
7151,0.4703186770097048
5140,0.48030759139818385
7171,0.4204977314863906
6568,0.46319294636308195
6861,0.4528594531576587
6855,0.3853975837733895
7129,0.47090133059593264
6859,0.4566958551742482
5384,0.4410622447349796
5772,0.4267234799843159
5665,0.44437788696331293
6495,0.4518264332132943
5061,0.4687264286020328
6948,0.49264997957123896
5773,0.5000377186600777
6052,0.43060404921069007
6682,0.5080580343286978
6083,0.49405043825367434
6962,0.4735689195322845
5158,0.45487444242974756
6464,0.45893204684329925
5172,0.4324412532658924
5582,0.38290527058449336
6136,0.48811675138092614
6235,0.44453780988962865
6508,0.46100113773689544
4968,0.4554476572974014
7195,0.4778665048501494
6632,0.45857461685621265
5525,0.40095070201825056
6320,0.47612332170389143
6766,0.4607425078929154
6872,0.47338793655143163
5906,0.4237369169106358
7172,0.4685371055474431
6571,0.44603221566369144
5616,0.4060654403583938
6312,0.41521292703876206
6470,0.4416378140784958
5501,0.4396615448926715
5147,0.44261828759939986
6436,0.45837101574234035
5699,0.47376016475509025
5313,0.4661766631275842
6234,0.4362782105933417
6569,0.470657582361686
7202,0.4477480665872593
5683,0.4477480665872593
5034,0.4332234050279043
5435,0.45908603863942504
5815,0.45421540846663816
5589,0.48889107785985164
6746,0.4849208753964086
6790,0.42980752237379766
6857,0.3543001969707041
6450,0.4565892418859235
7221,0.470208240733403
5527,0.4616259469950404
5620,0.4737746506909712
7167,0.4504096219054888
6215,0.44970829120715045
