Id,Predicted
5895,0.004216
7122,0.759
6173,0.054606
6142,0.018485
5358,0.223
6095,0.015
6878,0.16911
6554,0.17259
6793,0.083346
7286,0.051152
6076,0.059263
5134,0.077492
5419,0.505439
6255,0.27198
5656,0.045995
6934,0.378995
6028,0.004216
6490,0.115676
6415,0.145478
7087,0.011716
5420,0.139167
5977,0.130565
6824,0.41989
5207,0.111
7115,0.233667
7250,0.034884
6010,0.139867
6088,0.301182
5682,0.043
7201,0.043
6938,0.044064
6875,0.13833
5953,0.068917
5942,0.013106
5382,0.03151
6377,0.027343
5931,0.442885
5992,0.015
5790,0.156947
6753,0.125521
6562,0.110415
7046,0.538636
5784,0.266667
5868,0.111778
5878,0.039
5110,0.067193
5210,0.054397
7230,0.080933
5005,0.042242
6871,0.252889
5363,0.775667
7253,0.038167
5072,0.086473
6055,0.524503
6913,0.091238
6386,0.032939
5634,0.038333
5758,0.6825
6819,0.271433
7088,0.029485
5039,0.03686
6037,0.049693
5532,0.025833
6322,0.037114
6887,0.093989
6660,0.03267
5451,0.043197
6014,0.022106
5556,0.391439
6346,0.077455
5850,0.05626
5940,0.010508
7119,0.075064
6851,0.745
5253,0.320561
6695,0.1902
6908,0.224133
7255,0.058201
5674,0.185458
6278,0.190952
5486,0.120588
5174,0.039773
6621,0.052571
6313,0.079803
6435,0.057537
6970,0.064217
6310,0.09417
5932,0.264446
6877,0.125539
6763,0.302667
7085,0.463773
7049,0.040106
6959,0.434333
5214,0.04073
6350,0.061416
5063,0.736333
5041,0.022273
6942,0.01
5086,0.068939
5270,0.051716
6705,0.061337
7051,0.145445
6758,0.261371
6249,0.175382
5808,0.010392
5377,0.049049
5446,0.034794
5856,0.484405
7001,0.041
4986,0.096082
6677,0.1675
6665,0.021667
5817,0.747262
6984,0.137732
6541,0.000606
5117,0.031667
6097,0.037
5389,0.164276
7219,0.057042
6338,0.105216
6922,0.101667
5367,0.108333
5638,0.276429
5830,0.072652
5338,0.644397
6007,0.02917
6612,0.377095
5718,0.01
6104,0.047799
5229,0.0835
5963,0.132912
5206,0.116773
6625,0.339098
4990,0.009606
6641,0.096217
5369,0.151106
6196,0.041106
5236,0.041897
5719,0.090023
5643,0.203167
7050,0.111119
6355,0.082205
6688,0.06496
6239,0.275085
5531,0.04
6113,0.065382
7181,0.230616
6118,0.056381
7264,0.04417
5343,0.026225
5051,0.053382
5779,0.101443
6605,0.055748
6655,0.114026
6534,0.152773
5681,0.029278
6607,0.076214
6242,0.211333
7242,0.06686
7277,0.059167
6675,0.022273
5398,0.128048
5956,0.065597
5731,0.49554
6437,0.328194
6956,0.100304
5447,0.701333
5973,0.11596
6075,0.400667
5281,0.159476
5103,0.064667
6468,0.050205
7209,0.603667
5584,0.015
4988,0.593207
4962,0.034167
5651,0.023877
6502,0.034167
5862,0.0075
7199,0.044
6727,0.40511
7279,0.042106
6544,0.087881
5933,0.058675
6574,0.056064
6399,0.043667
7187,0.049
6353,0.07773
5043,0.048939
5469,0.544439
5976,0.430591
6059,0.071178
5799,0.078106
6147,0.372585
6254,0.173275
7100,0.076897
7147,0.580662
7037,0.019773
5909,0.025
5782,0.343433
6237,0.740667
6552,0.015
7067,0.049287
5320,0.149549
5930,0.154988
6486,0.074773
5245,0.058881
6643,0.023081
5260,0.034328
5569,0.317168
7110,0.158
7139,0.0175
6791,0.131488
5360,0.016818
5287,0.148871
6553,0.01886
7072,0.004216
6044,0.026176
5332,0.026843
6866,0.08209
6633,0.092881
6926,0.030667
6442,0.027652
5889,0.013924
5765,0.155121
5124,0.01967
5491,0.480939
6730,0.086722
7151,0.05
5140,0.164485
7171,0.031342
6568,0.057016
6861,0.175364
6855,0.110049
7129,0.115155
5384,0.086614
6859,0.076326
5772,0.048537
5665,0.0
6495,0.067639
5061,0.059167
6948,0.503682
5773,0.451244
6052,0.151333
6682,0.6695
6083,0.314773
6962,0.314206
5158,0.216966
6464,0.037564
5172,0.083667
5582,0.064
6508,0.101985
4968,0.106985
6136,0.179397
6235,0.008106
6632,0.023741
7195,0.135075
5525,0.148947
6320,0.128333
6766,0.031167
6872,0.287783
5906,0.051026
7172,0.018333
6571,0.018333
5616,0.049225
6470,0.034833
6312,0.025833
5147,0.277778
5501,0.046439
6436,0.177064
5699,0.119548
5313,0.00951
6234,0.005392
6569,0.001064
7202,0.159119
5683,0.154952
5034,0.008106
5435,0.03673
5815,0.042987
5589,0.282146
6746,0.293586
6790,0.078354
6857,0.022333
6450,0.043939
7221,0.310924
5527,0.03667
5620,0.073352
7167,0.051667
6215,0.035145
5823,0.052582
6207,0.015
6932,0.038939
5669,0.030882
5154,0.150357
7168,0.053048
5585,0.239669
6539,0.039444
7200,0.085201
5015,0.090177
5042,0.148551
5774,0.191667
6357,0.0
5354,0.047333
6054,0.311933
7295,0.086697
5365,0.433503
6755,0.16104
5991,0.761
7035,0.008106
5893,0.065876
7164,0.081875
5304,0.00667
5561,0.019
5520,0.035
5241,0.255799
7096,0.065238
6078,0.004397
5046,0.168492
5334,0.102298
6969,0.008
6821,0.140544
5760,0.038
5614,0.050606
7091,0.181222
5698,0.010606
5169,0.039273
7294,0.052614
5318,0.574976
5368,0.069662
6923,0.059662
5463,0.006667
5265,0.204581
6321,0.263492
5226,0.391215
6868,0.32566
4967,0.658333
5293,0.032606
5865,0.01782
5841,0.039111
5526,0.018333
6852,0.01943
6469,0.034176
6168,0.010749
7292,0.054714
5036,0.1875
5644,0.118439
6856,0.532182
5428,0.069842
5027,0.01167
4989,0.145402
5221,0.055652
6402,0.022564
5346,0.130193
6748,0.114864
